fatwa_number,category,sub_category,question,answer,url
144803100911,حقوق و آدابِ معاشرت,حقوق,میری شادی کو گیارہ سال ہو گئے ہیں لیکن ہماری کوئی اولاد نہیں ہے۔ ایک غریب خاندان ہے جن کی پہلے سے تین بیٹیاں ہیں اوران کی والدہ ابھی حاملہ ہیں۔ انہوں نے کہا ہے کہ اگر اس حمل سے لڑکا ہوا تو وہ خود رکھیں گے اور اگر لڑکی ہوئی تو وہ ہمیں دے دیں گے۔ یہ لوگ ہمارے خاندان سے نہیں ہیں۔ بچی کی والدہ نے کہا ہے کہ وہ بچی کو اپنا دودھ نہیں پلائے گی۔ فی الحال ہمارے یا میری بیوی کے گھر میں کوئی دودھ پلانے والی عورت نہیں ہے، لیکن اللہ سے امید ہے کہ دو سال کے اندر کوئی دودھ پلانے والی مل جائے گی جس سے یہ بچہ محرم بن جائے گا۔ آپ سے درج ذیل باتوں کی راہ نمائی درکار ہے: کیا ہم یہ بچہ اس طرح گود لے سکتے ہیں؟ اگر دو سال کے اندر کوئی دودھ پلانے والی نہ ملی اور بچہ دو سال کا ہو گیا، اور دو سال کے بعد کوئی دودھ پلانے والی ملی، تو کیا دو سال کی عمر کے بعد دودھ پلانے سے بچہ محرم بن جائے گا یا نہیں؟ میری شادی کو گیارہ سال ہو گئے ہیں لیکن ہماری کوئی اولاد نہیں ہے۔ ایک غریب خاندان ہے جن کی پہلے سے تین بیٹیاں ہیں اوران کی والدہ ابھی حاملہ ہیں۔ انہوں نے کہا ہے کہ اگر اس حمل سے لڑکا ہوا تو وہ خود رکھیں گے اور اگر لڑکی ہوئی تو وہ ہمیں دے دیں گے۔ یہ لوگ ہمارے خاندان سے نہیں ہیں۔ بچی کی والدہ نے کہا ہے کہ وہ بچی کو اپنا دودھ نہیں پلائے گی۔ فی الحال ہمارے یا میری بیوی کے گھر میں کوئی دودھ پلانے والی عورت نہیں ہے، لیکن اللہ سے امید ہے کہ دو سال کے اندر کوئی دودھ پلانے والی مل جائے گی جس سے یہ بچہ محرم بن جائے گا۔ آپ سے درج ذیل باتوں کی راہ نمائی درکار ہے: کیا ہم یہ بچہ اس طرح گود لے سکتے ہیں؟ اگر دو سال کے اندر کوئی دودھ پلانے والی نہ ملی اور بچہ دو سال کا ہو گیا، اور دو سال کے بعد کوئی دودھ پلانے والی ملی، تو کیا دو سال کی عمر کے بعد دودھ پلانے سے بچہ محرم بن جائے گا یا نہیں؟,"واضح رہے کہ اسلام میں کسی بچے کو گود لے کر پرورش کرنا شرعا جائز ہے ،لیکن اس میں چند باتوں کا لحاظ رکھنا ضروری ہے ۔ ایک بات تو یہ کہ لے پالک بچوں کی نسبت ان کے حقیقی والدین ہی کی طرف کی جائے، جن کی پشت سے وہ پیدا ہوئے ہیں، اس لیے کہ کسی کو منہ بولا بیٹا بنانے سے شرعاً وہ حقیقی بیٹا نہیں بن جاتا اور نہ ہی اس پر حقیقی اولاد والے اَحکام جاری ہوتے ہیں، البتہ گود میں لینے والے کو پرورش ، تعلیم وتربیت اور ادب واخلاق سکھانے کا ثواب ملے گا، جاہلیت کے زمانہ میں یہ دستور تھا کہ لوگ لے پالک اور منہ بولی اولاد کو حقیقی اولاد کا درجہ دیتے تھے ، لیکن اسلام نے اس تصور ورواج کو ختم کرکے یہ اعلان کردیا کہ منہ بولی اولاد حقیقی اولاد نہیں ہوسکتی، اور لے پالک اور منہ بولی اولاد کو ان کے اصل والد کی طرف منسوب کرنا ضروری ہے۔ نیز اس میں اس بات کا خیال رکھنا بھی بہت ضروری ہے کہ اگر گود لینے والا یا والی اس بچے کے لیے نا محرم ہو تو بلوغت کے بعد پردے کا اہتمام کیا جائے، محض گود لینے سے محرمیت قائم نہیں ہوتی۔ البتہ اگر گود لینے والی عورت اس بچے کو رضاعت کی مدت میں دودھ پلادے تو وہ اس بچے کی رضاعی ماں بن جائے گی، اور اس کا شوہر رضاعی باپ بن جائے گا یا گود لینے والے بچے کو اس عورت کی بہن دودھ پلادے تو یہ عورت اس کی رضاعی خالہ بن جائے گی، اس صورت میں گود لینے والی سے بچے کے پردے کا حکم نہیں ہوگا، اسی طرح اگر بچی گود لی ہو تو شوہر کی بیوی یا بہن وغیرہ اس کو مدتِ رضاعت میں دودھ پلادے ۔ تیسرا یہ کہ وراثت کے معاملہ میں بھی گود لینے والے کو باپ کا درجہ نہیں دیا جائے گا۔ لہٰذا صورتِ مسئولہ میں اگر کوئی خاندان سائل کو اپنی بچی گود دینا چاہے تو سائل کے لیے اسے گود لینا شرعاً جائز ہے۔ اگر سائل کی والدہ، بہن یا کسی دوسری محرم عورت نے اس بچی کو مدتِ رضاعت (یعنی ڈھائی سال) کے اندر دودھ پلا دیا، تو وہ سائل کے لیے محرم بن جائے گی۔ لیکن اگر اس مدت کے دوران اسے کسی نے دودھ نہ پلایا، تو بلوغت کے بعد سائل سے اس بچی کا پردہ کرنا لازم ہوگا۔اور سائل کےلیےیہ بھی ضروری ہے کہ بچی کی نسبت اس کے حقیقی والد کی طرف کی جائے ۔اور وراثت میں سائل کو باپ کا درجہ نہیں دیاجائے گا ۔ فرمان باری تعالی ہے : مَا جَعَلَ أَدْعِيَاءَكُمْ أَبْنَاءَكُمْ ذَلِكُمْ قَوْلُكُمْ بِأَفْوَاهِكُمْ وَاللَّهُ يَقُولُ الْحَقَّ وَهُوَ يَهْدِي السَّبِيلَ (4) ادْعُوهُمْ لآبَائِهِمْ هُوَ أَقْسَطُ عِنْدَ اللَّهِ فَإِنْ لَمْ تَعْلَمُوا آبَاءَهُمْ فَإِخْوَانُكُمْ فِي الدِّينِ وَمَوَالِيكُمْ وَلَيْسَ عَلَيْكُمْ جُنَاحٌ فِيمَا أَخْطَأْتُمْ بِهِ وَلَكِنْ مَا تَعَمَّدَتْ قُلُوبُكُمْ وَكَانَ اللَّهُ غَفُوراً رَحِيماً (5) سورةالاحزاب ترجمہ :""اور تمہارے منہ بولے بیٹوں کو تمہارا (سچ مچ کا) بیٹا نہیں بنا دیا۔ یہ صرف تمہارے منہ سے کہنے کی بات ہے اور اللہ تعالیٰ حق بات فرماتا ہے اور وہی سیدھا راستہ بتلاتا ہے۔ تم ان کو ان کے باپوں کی طرف منسوب کیا کرو یہ سب اللہ کے نزدیک انصاف کی بات ہے اور اگر تم ان کے باپوں کو نہ جانتے ہو تو تمہارے بھائی ہیں اور تمہارے دوست ہیں اور تم کو اس میں جو بھول چوک ہو جائے تو اس سے تم کچھ گناہ نہیں لیکن ہاں جو دل سے ارادہ کر کے کرو اور اللہ تعالیٰ غفور الرحیم ہے۔ "" سنن ابی داؤد میں ہے: ""مَنِ ادَّعَى إِلَى غَيْرِ أَبِيهِ، أَوِ انْتَمَى إِلَى غَيْرِ مَوَالِيهِ، فَعَلَيْهِ لَعْنَةُ اللَّهِ الْمُتَتَابِعَةُ"". (كتاب الأدب، باب في الرجل ينتمي إلى غير مواليه، ج:7، ص: 437، ط: دار الرسالة ) ترجمہ: ’’جو شخص اپنےباپ کے علاوہ کسی اور کا بیٹا ہونے کا دعو ی کرے یا (کوئی غلام ) اپنے آقاؤں کی بجائےدوسروں کی طرف اپنے آپ کو منسوب کرے تو اس پر اللہ تعالی کی مسلسل لعنت ہو ""۔ فقط واللہ اعلم واضح رہے کہ اسلام میں کسی بچے کو گود لے کر پرورش کرنا شرعا جائز ہے ،لیکن اس میں چند باتوں کا لحاظ رکھنا ضروری ہے ۔ ایک بات تو یہ کہ لے پالک بچوں کی نسبت ان کے حقیقی والدین ہی کی طرف کی جائے، جن کی پشت سے وہ پیدا ہوئے ہیں، اس لیے کہ کسی کو منہ بولا بیٹا بنانے سے شرعاً وہ حقیقی بیٹا نہیں بن جاتا اور نہ ہی اس پر حقیقی اولاد والے اَحکام جاری ہوتے ہیں، البتہ گود میں لینے والے کو پرورش ، تعلیم وتربیت اور ادب واخلاق سکھانے کا ثواب ملے گا، جاہلیت کے زمانہ میں یہ دستور تھا کہ لوگ لے پالک اور منہ بولی اولاد کو حقیقی اولاد کا درجہ دیتے تھے ، لیکن اسلام نے اس تصور ورواج کو ختم کرکے یہ اعلان کردیا کہ منہ بولی اولاد حقیقی اولاد نہیں ہوسکتی، اور لے پالک اور منہ بولی اولاد کو ان کے اصل والد کی طرف منسوب کرنا ضروری ہے۔ نیز اس میں اس بات کا خیال رکھنا بھی بہت ضروری ہے کہ اگر گود لینے والا یا والی اس بچے کے لیے نا محرم ہو تو بلوغت کے بعد پردے کا اہتمام کیا جائے، محض گود لینے سے محرمیت قائم نہیں ہوتی۔ البتہ اگر گود لینے والی عورت اس بچے کو رضاعت کی مدت میں دودھ پلادے تو وہ اس بچے کی رضاعی ماں بن جائے گی، اور اس کا شوہر رضاعی باپ بن جائے گا یا گود لینے والے بچے کو اس عورت کی بہن دودھ پلادے تو یہ عورت اس کی رضاعی خالہ بن جائے گی، اس صورت میں گود لینے والی سے بچے کے پردے کا حکم نہیں ہوگا، اسی طرح اگر بچی گود لی ہو تو شوہر کی بیوی یا بہن وغیرہ اس کو مدتِ رضاعت میں دودھ پلادے ۔ تیسرا یہ کہ وراثت کے معاملہ میں بھی گود لینے والے کو باپ کا درجہ نہیں دیا جائے گا۔ لہٰذا صورتِ مسئولہ میں اگر کوئی خاندان سائل کو اپنی بچی گود دینا چاہے تو سائل کے لیے اسے گود لینا شرعاً جائز ہے۔ اگر سائل کی والدہ، بہن یا کسی دوسری محرم عورت نے اس بچی کو مدتِ رضاعت (یعنی ڈھائی سال) کے اندر دودھ پلا دیا، تو وہ سائل کے لیے محرم بن جائے گی۔ لیکن اگر اس مدت کے دوران اسے کسی نے دودھ نہ پلایا، تو بلوغت کے بعد سائل سے اس بچی کا پردہ کرنا لازم ہوگا۔اور سائل کےلیےیہ بھی ضروری ہے کہ بچی کی نسبت اس کے حقیقی والد کی طرف کی جائے ۔اور وراثت میں سائل کو باپ کا درجہ نہیں دیاجائے گا ۔ فرمان باری تعالی ہے : مَا جَعَلَ أَدْعِيَاءَكُمْ أَبْنَاءَكُمْ ذَلِكُمْ قَوْلُكُمْ بِأَفْوَاهِكُمْ وَاللَّهُ يَقُولُ الْحَقَّ وَهُوَ يَهْدِي السَّبِيلَ (4) ادْعُوهُمْ لآبَائِهِمْ هُوَ أَقْسَطُ عِنْدَ اللَّهِ فَإِنْ لَمْ تَعْلَمُوا آبَاءَهُمْ فَإِخْوَانُكُمْ فِي الدِّينِ وَمَوَالِيكُمْ وَلَيْسَ عَلَيْكُمْ جُنَاحٌ فِيمَا أَخْطَأْتُمْ بِهِ وَلَكِنْ مَا تَعَمَّدَتْ قُلُوبُكُمْ وَكَانَ اللَّهُ غَفُوراً رَحِيماً (5) سورةالاحزاب ترجمہ :""اور تمہارے منہ بولے بیٹوں کو تمہارا (سچ مچ کا) بیٹا نہیں بنا دیا۔ یہ صرف تمہارے منہ سے کہنے کی بات ہے اور اللہ تعالیٰ حق بات فرماتا ہے اور وہی سیدھا راستہ بتلاتا ہے۔ تم ان کو ان کے باپوں کی طرف منسوب کیا کرو یہ سب اللہ کے نزدیک انصاف کی بات ہے اور اگر تم ان کے باپوں کو نہ جانتے ہو تو تمہارے بھائی ہیں اور تمہارے دوست ہیں اور تم کو اس میں جو بھول چوک ہو جائے تو اس سے تم کچھ گناہ نہیں لیکن ہاں جو دل سے ارادہ کر کے کرو اور اللہ تعالیٰ غفور الرحیم ہے۔ "" سنن ابی داؤد میں ہے: ""مَنِ ادَّعَى إِلَى غَيْرِ أَبِيهِ، أَوِ انْتَمَى إِلَى غَيْرِ مَوَالِيهِ، فَعَلَيْهِ لَعْنَةُ اللَّهِ الْمُتَتَابِعَةُ"". (كتاب الأدب، باب في الرجل ينتمي إلى غير مواليه، ج:7، ص: 437، ط: دار الرسالة ) ترجمہ: ’’جو شخص اپنےباپ کے علاوہ کسی اور کا بیٹا ہونے کا دعو ی کرے یا (کوئی غلام ) اپنے آقاؤں کی بجائےدوسروں کی طرف اپنے آپ کو منسوب کرے تو اس پر اللہ تعالی کی مسلسل لعنت ہو ""۔ فقط واللہ اعلم فتویٰ نمبر : 144803100911 دارالافتاء : جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن",https://www.banuri.edu.pk/readquestion/144803100911/29-08-2026
144804100027,نماز,دعاء و اذکار,زید کہ کہتا ہے کہ تعجب کے طور پر سبحان اللہ کہنے سے حدیث میں وارد سبحان اللہ کہنے کا ثواب نہیں ملتا ہے؛ کیوں کہ سبحان اللہ پر ثواب ذکر کی وجہ سے ملتا ہے اور تعجب میں ذکر کی نیت نہیں ہوتی ہے، تو کیا یہ درست ہے؟ اگر کوئی واقعی محض تعجب کی وجہ سے سبحان اللہ کہے تو کیا اسے ثواب ملے گا؟,"صورت مسئولہ میں اگر کوئی شخص کسی تعجب خیز بات، قدرتِ الٰہی کے شاہکار یا عبرت کے موقع پر تسبیح (سبحان اللہ) پڑھے، تو اس پر بھی پورا اجر و ثواب حاصل ہوتا ہے، لہذا زید کا یہ دعویٰ کہ تعجب کے طور پر ""سبحان اللہ"" کہنے سے ثواب نہیں ملتا، شرعاً درست نہیں ہے۔ المحیط البرہانی میں ہے : ""سبح الله تعالى في السوق، فكان من نيته أن الناس يشتغلون بأمر الدنيا، وأنا أسبح الله تعالى في مثل هذا الموضع؛ كان أفضل من أن يسبح الله تعالى وحده في السوق، وإن سبح على وجه الاعتبار كان حسنا، ويؤجر على ذلك أيضا."" (كتاب الاستحسان والكراهية،الفصل الرابع في الصلاة، والتسبيح، وقراءة القرآن، والذكر، ج: 5 ، ص: 310 ، ط: دار الكتب العلمية، بيروت لبنان) فتاویٰ ہندیہ میں ہے : ""وإن سبح فيه للاعتبار والإنكار وليشتغلوا عما هم فيه من الفسق فحسن، وكذا من سبح في السوق بنية أن الناس غافلون مشتغلون بأمور الدنيا وهو مشتغل بالتسبيح وهو أفضل من تسبيحه وحده في غير السوق، كذا في الاختيار شرح المختار."" (كتاب الكراهية،الباب الرابع في الصلاة والتسبيح ورفع الصوت ،ج: 5 ،ص: 315، ط: رشيديه ) فقط واللہ اعلم صورت مسئولہ میں اگر کوئی شخص کسی تعجب خیز بات، قدرتِ الٰہی کے شاہکار یا عبرت کے موقع پر تسبیح (سبحان اللہ) پڑھے، تو اس پر بھی پورا اجر و ثواب حاصل ہوتا ہے، لہذا زید کا یہ دعویٰ کہ تعجب کے طور پر ""سبحان اللہ"" کہنے سے ثواب نہیں ملتا، شرعاً درست نہیں ہے۔ المحیط البرہانی میں ہے : ""سبح الله تعالى في السوق، فكان من نيته أن الناس يشتغلون بأمر الدنيا، وأنا أسبح الله تعالى في مثل هذا الموضع؛ كان أفضل من أن يسبح الله تعالى وحده في السوق، وإن سبح على وجه الاعتبار كان حسنا، ويؤجر على ذلك أيضا."" (كتاب الاستحسان والكراهية،الفصل الرابع في الصلاة، والتسبيح، وقراءة القرآن، والذكر، ج: 5 ، ص: 310 ، ط: دار الكتب العلمية، بيروت لبنان) فتاویٰ ہندیہ میں ہے : ""وإن سبح فيه للاعتبار والإنكار وليشتغلوا عما هم فيه من الفسق فحسن، وكذا من سبح في السوق بنية أن الناس غافلون مشتغلون بأمور الدنيا وهو مشتغل بالتسبيح وهو أفضل من تسبيحه وحده في غير السوق، كذا في الاختيار شرح المختار."" (كتاب الكراهية،الباب الرابع في الصلاة والتسبيح ورفع الصوت ،ج: 5 ،ص: 315، ط: رشيديه ) فقط واللہ اعلم فتویٰ نمبر : 144804100027 دارالافتاء : جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن",https://www.banuri.edu.pk/readquestion/144804100027/14-09-2026
144804100066,حقوق و آدابِ معاشرت,حقوق,لڑکی کا نام امامہ(بکسر الھمزہ)Imamah رکھنا کیسا ہے؟,"اس لفظ کا صحیح تلفظ اُمامہ ہے،یعنی""ہمزہ"" کے پیش کے ساتھ ہے نہ کہ زیر کے ساتھ،نبی کریم ﷺ کی دختر محترمہ سیدہ زینب رضی اللہ عنہا کی ایک صاحب زادی کا نام امامہ تھا،یہ نام رکھنا درست ہے۔ عمدۃ القاری میں ہے: ""و: ‌أمامة، ‌بضم الْهمزة وتخفيف الميمين: بنت زينب، رضي تعالى عنها"". (كتاب الصلاة، باب من حمل جارية صغيرة علي عنقه في الصلاة، ج:4، ص:441، ط: دار الكتب العلمية) فقط واللہ اعلم اس لفظ کا صحیح تلفظ اُمامہ ہے،یعنی""ہمزہ"" کے پیش کے ساتھ ہے نہ کہ زیر کے ساتھ،نبی کریم ﷺ کی دختر محترمہ سیدہ زینب رضی اللہ عنہا کی ایک صاحب زادی کا نام امامہ تھا،یہ نام رکھنا درست ہے۔ عمدۃ القاری میں ہے: ""و: ‌أمامة، ‌بضم الْهمزة وتخفيف الميمين: بنت زينب، رضي تعالى عنها"". (كتاب الصلاة، باب من حمل جارية صغيرة علي عنقه في الصلاة، ج:4، ص:441، ط: دار الكتب العلمية) فقط واللہ اعلم فتویٰ نمبر : 144804100066 دارالافتاء : جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن",https://www.banuri.edu.pk/readquestion/144804100066/14-09-2026
